Albany
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,6:29,19:26,06:29,19:25,00:00,00:01,+0.038,+0.000
6/4/2021,10:14:08,10:14:08,6:06,18:40,06:05,18:41,00:01,00:01
7/4/2021,10:14:08,10:14:08,6:05,18:40,06:04,18:42,00:01,00:02
8/4/2021,10:14:08,10:14:08,6:04,18:41,06:03,18:43,00:01,00:02
9/4/2021,10:14:08,10:14:08,6:03,18:41,06:02,18:43,00:01,00:02
10/4/2021,10:14:08,10:14:08,6:02,18:42,06:01,18:44,00:01,00:02
11/4/2021,10:14:08,10:14:08,6:01,18:42,06:00,18:44,00:01,00:02
12/4/2021,10:14:08,10:14:08,6:00,18:43,05:59,18:45,00:01,00:02
13/04/2021,10:14:08,10:14:08,5:58,18:43,05:57,18:45,00:01,00:02
14/04/2021,10:14:08,10:14:08,5:57,18:44,05:56,18:46,00:01,00:02
15/04/2021,10:14:08,10:14:08,5:56,18:45,05:55,18:46,00:01,00:01
16/04/2021,10:14:08,10:14:08,5:55,18:45,05:54,18:47,00:01,00:02
17/04/2021,10:14:08,10:14:08,5:54,18:46,05:53,18:48,00:01,00:02
18/04/2021,10:14:08,10:14:08,5:53,18:46,05:52,18:48,00:01,00:02
19/04/2021,10:14:08,10:14:08,5:52,18:47,05:51,18:49,00:01,00:02
20/04/2021,10:14:08,10:14:08,5:51,18:47,05:50,18:49,00:01,00:02
21/04/2021,10:14:08,10:14:08,5:50,18:48,05:49,18:50,00:01,00:02
22/04/2021,10:14:08,10:14:08,5:49,18:49,05:48,18:51,00:01,00:02
23/04/2021,10:14:08,10:14:08,5:48,18:49,05:47,18:51,00:01,00:02
24/04/2021,10:14:08,10:14:08,5:47,18:50,05:46,18:52,00:01,00:02
25/04/2021,10:14:08,10:14:08,5:46,18:50,05:45,18:52,00:01,00:02
26/04/2021,10:14:08,10:14:08,5:45,18:51,05:44,18:53,00:01,00:02
27/04/2021,10:14:08,10:14:08,5:44,18:52,05:44,18:53,00:00,00:01
28/04/2021,10:14:08,10:14:08,5:43,18:52,05:43,18:54,00:00,00:02
29/04/2021,10:14:08,10:14:08,5:43,18:53,05:42,18:55,00:01,00:02
30/04/2021,10:14:08,10:14:08,5:42,18:53,05:41,18:55,00:01,00:02
London
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,5:28,18:37,5:26,18:40,00:02,00:03,-1.692,+3.308
6/4/2021,10:14:08,10:14:08,5:26,18:39,5:24,18:42,00:02,00:03
7/4/2021,10:14:08,10:14:08,5:23,18:40,5:22,18:44,00:01,00:04
8/4/2021,10:14:08,10:14:08,5:21,18:42,5:19,18:45,00:02,00:03
9/4/2021,10:14:08,10:14:08,5:19,18:44,5:17,18:47,00:02,00:03
10/4/2021,10:14:08,10:14:08,5:17,18:45,5:15,18:49,00:02,00:04
11/4/2021,10:14:08,10:14:08,5:14,18:47,5:13,18:50,00:01,00:03
12/4/2021,10:14:08,10:14:08,5:12,18:49,5:11,18:52,00:01,00:03
13/04/2021,10:14:08,10:14:08,5:10,18:50,5:08,18:54,00:02,00:04
14/04/2021,10:14:08,10:14:08,5:08,18:52,5:06,18:55,00:02,00:03
15/04/2021,10:14:08,10:14:08,5:06,18:54,5:04,18:57,00:02,00:03
16/04/2021,10:14:08,10:14:08,5:04,18:55,5:02,18:59,00:02,00:04
17/04/2021,10:14:08,10:14:08,5:01,18:57,5:00,19:00,00:01,00:03
18/04/2021,10:14:08,10:14:08,4:59,18:59,4:58,19:02,00:01,00:03
19/04/2021,10:14:08,10:14:08,4:57,19:00,4:56,19:04,00:01,00:04
20/04/2021,10:14:08,10:14:08,4:55,19:02,4:54,19:05,00:01,00:03
21/04/2021,10:14:08,10:14:08,4:53,19:04,4:51,19:07,00:02,00:03
22/04/2021,10:14:08,10:14:08,4:51,19:05,4:49,19:09,00:02,00:04
23/04/2021,10:14:08,10:14:08,4:49,19:07,4:47,19:10,00:02,00:03
24/04/2021,10:14:08,10:14:08,4:47,19:09,4:45,19:12,00:02,00:03
25/04/2021,10:14:08,10:14:08,4:45,19:10,4:43,19:14,00:02,00:04
26/04/2021,10:14:08,10:14:08,4:43,19:12,4:41,19:15,00:02,00:03
27/04/2021,10:14:08,10:14:08,4:41,19:14,4:39,19:17,00:02,00:03
28/04/2021,10:14:08,10:14:08,4:39,19:15,4:37,19:19,00:02,00:04
29/04/2021,10:14:08,10:14:08,4:37,19:17,4:35,19:20,00:02,00:03
30/04/2021,10:14:08,10:14:08,4:35,19:19,4:34,19:22,00:01,00:03
Johannesburg
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,6:18,18:02,06:18,18:01,00:00,00:01,-0.923,0.875
6/4/2021,10:14:08,10:14:08,6:18,18:01,06:19,18:00,00:01,00:01
7/4/2021,10:14:08,10:14:08,6:19,18:00,06:19,17:59,00:00,00:01
8/4/2021,10:14:08,10:14:08,6:19,17:59,06:20,17:58,00:01,00:01
9/4/2021,10:14:08,10:14:08,6:19,17:58,06:20,17:57,00:01,00:01
10/4/2021,10:14:08,10:14:08,6:20,17:57,06:21,17:56,00:01,00:01
11/4/2021,10:14:08,10:14:08,6:20,17:56,06:21,17:55,00:01,00:01
12/4/2021,10:14:08,10:14:08,6:21,17:55,06:22,17:54,00:01,00:01
13/04/2021,10:14:08,10:14:08,6:21,17:54,06:22,17:53,00:01,00:01
14/04/2021,10:14:08,10:14:08,6:22,17:53,06:23,17:52,00:01,00:01
15/04/2021,10:14:08,10:14:08,6:22,17:52,06:23,17:51,00:01,00:01
16/04/2021,10:14:08,10:14:08,6:23,17:51,06:24,17:50,00:01,00:01
17/04/2021,10:14:08,10:14:08,6:23,17:50,06:24,17:49,00:01,00:01
18/04/2021,10:14:08,10:14:08,6:24,17:49,06:25,17:48,00:01,00:01
19/04/2021,10:14:08,10:14:08,6:24,17:48,06:25,17:47,00:01,00:01
20/04/2021,10:14:08,10:14:08,6:25,17:47,06:26,17:46,00:01,00:01
21/04/2021,10:14:08,10:14:08,6:25,17:46,06:26,17:46,00:01,00:00
22/04/2021,10:14:08,10:14:08,6:26,17:45,06:27,17:45,00:01,00:00
23/04/2021,10:14:08,10:14:08,6:26,17:44,06:27,17:44,00:01,00:00
24/04/2021,10:14:08,10:14:08,6:27,17:44,06:28,17:43,00:01,00:01
25/04/2021,10:14:08,10:14:08,6:27,17:43,06:28,17:42,00:01,00:01
26/04/2021,10:14:08,10:14:08,6:28,17:42,06:29,17:41,00:01,00:01
27/04/2021,10:14:08,10:14:08,6:28,17:41,06:29,17:40,00:01,00:01
28/04/2021,10:14:08,10:14:08,6:29,17:40,06:30,17:40,00:01,00:00
29/04/2021,10:14:08,10:14:08,6:29,17:39,06:30,17:39,00:01,00:00
30/04/2021,10:14:08,10:14:08,6:30,17:39,06:31,17:38,00:01,00:01
San Francisco
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,6:49,19:34,06:48,19:36,00:01,00:02,-1.192,+2.346
6/4/2021,10:14:08,10:14:08,6:48,19:35,06:46,19:37,00:02,00:02
7/4/2021,10:14:08,10:14:08,6:46,19:36,06:45,19:38,00:01,00:02
8/4/2021,10:14:08,10:14:08,6:45,19:37,06:44,19:39,00:01,00:02
9/4/2021,10:14:08,10:14:08,6:43,19:37,06:42,19:40,00:01,00:03
10/4/2021,10:14:08,10:14:08,6:42,19:38,06:41,19:41,00:01,00:03
11/4/2021,10:14:08,10:14:08,6:40,19:39,06:39,19:42,00:01,00:03
12/4/2021,10:14:08,10:14:08,6:39,19:40,06:38,19:43,00:01,00:03
13/04/2021,10:14:08,10:14:08,6:38,19:41,06:36,19:43,00:02,00:02
14/04/2021,10:14:08,10:14:08,6:36,19:42,06:35,19:44,00:01,00:02
15/04/2021,10:14:08,10:14:08,6:35,19:43,06:34,19:45,00:01,00:02
16/04/2021,10:14:08,10:14:08,6:33,19:44,06:32,19:46,00:01,00:02
17/04/2021,10:14:08,10:14:08,6:32,19:45,06:31,19:47,00:01,00:02
18/04/2021,10:14:08,10:14:08,6:31,19:46,06:29,19:48,00:02,00:02
19/04/2021,10:14:08,10:14:08,6:29,19:47,06:28,19:49,00:01,00:02
20/04/2021,10:14:08,10:14:08,6:28,19:47,06:27,19:50,00:01,00:03
21/04/2021,10:14:08,10:14:08,6:27,19:48,06:25,19:51,00:02,00:03
22/04/2021,10:14:08,10:14:08,6:25,19:49,06:24,19:52,00:01,00:03
23/04/2021,10:14:08,10:14:08,6:24,19:50,06:23,19:53,00:01,00:03
24/04/2021,10:14:08,10:14:08,6:23,19:51,06:21,19:54,00:02,00:03
25/04/2021,10:14:08,10:14:08,6:21,19:52,06:20,19:54,00:01,00:02
26/04/2021,10:14:08,10:14:08,6:20,19:53,06:19,19:55,00:01,00:02
27/04/2021,10:14:08,10:14:08,6:19,19:54,06:18,19:56,00:01,00:02
28/04/2021,10:14:08,10:14:08,6:18,19:55,06:17,19:57,00:01,00:02
29/04/2021,10:14:08,10:14:08,6:16,19:56,06:15,19:58,00:01,00:02
30/04/2021,10:14:08,10:14:08,6:15,19:57,06:14,19:59,00:01,00:02
